sec,nsec,pos,vel,acc,dev_tmp,proc_tmp,bus_voltage,supply_current,output_percent,output_voltage,output_current,motor_state,bridge_mode,control_mode,enabled
1778773026,742279853,0.277818,0,0,25,33,24.65,0,0,0,0,1,0,1,0
1778773026,792502895,0.277818,0,0,25,33,24.65,0,0,0,0,1,0,1,0
1778773026,842358728,0.277818,0,0,25,33,24.65,0,0,0,0,1,0,1,0
1778773026,892649686,0.277818,0,0,25,33,24.65,0,0,0,0,1,0,1,0
1778773026,942137770,0.277818,0,0,25,32,24.65,0,0,0,0,1,0,1,0
1778773026,992412145,0.277818,0,0,25,32,24.65,0,0,0,0,1,0,1,0
1778773027,42486895,0.277818,0,0,25,32,24.65,0,0,0,0,1,0,1,0
1778773027,92074812,0.277818,0,0,25,32,24.65,0,0,0,0,1,0,1,0
1778773027,143105853,0.277818,0,0,25,32,24.65,0,0,0,0,1,0,1,0
1778773027,192133937,0.278545,0,0,25,32,24.65,0,0,0,0,1,0,1,0
1778773027,242088728,0.278545,0,0,25,32,24.65,0,0,0,0,1,0,1,0
1778773027,292744978,0.278545,0,0,25,32,24.65,0,0,0,0,1,0,1,0
1778773027,342104187,0.278545,0,0,25,32,24.65,0,0,0,0,1,0,1,0
1778773027,392512020,0.278545,0,0,25,32,24.65,0,0,0,0,1,0,1,0
1778773027,442272978,0.276364,0,0,25,33,24.65,0,0,0,0,1,0,1,0
1778773027,492075395,0.276364,0,0,25,33,24.65,0,0,0,0,1,0,1,0
1778773027,542479728,0.276364,0,0,25,33,24.65,0,0,0,0,1,0,1,0
1778773027,592100562,0.276364,0,0,25,33,24.65,0,0,0,0,1,0,1,0
1778773027,642406312,0.276364,0,0,25,33,24.65,0,0,0,0,1,0,1,0
1778773027,692319062,0.277091,0,0,25,33,24.65,0,0,0,0,1,0,1,0
1778773027,742092645,0.277091,0,0,25,33,24.65,0,0,0,0,1,0,1,0
1778773027,792399104,0.277091,0,0,25,33,24.65,0,0,0,0,1,0,1,0
1778773027,842304770,0.277091,0,0,25,33,24.65,0,0,0,0,1,0,1,0
1778773027,892858020,0.277091,0,0,25,33,24.65,0,0,0,0,1,0,1,0
1778773027,942093645,0.277091,0,0,25,32,24.65,0,0,0,0,1,0,1,0
1778773027,992224104,0.277091,0,0,25,32,24.65,0,0,0,0,1,0,1,0
1778773028,42529270,0.277091,0,0,25,32,24.65,0,0,0,0,1,0,1,0
1778773028,92141729,0.277091,0,0,25,32,24.65,0,0,0,0,1,0,1,0
1778773028,142711729,0.277091,0,0,25,32,24.65,0,0,0,0,1,0,1,0
1778773028,192144062,0.276364,0,0,25,32,24.65,0,0,0,0,1,0,1,0
1778773028,242095104,0.276364,0,0,25,32,24.65,0,0,0,0,1,0,1,0
1778773028,292326020,0.276364,0,0,25,32,24.65,0,0,0,0,1,0,1,0
1778773028,342087937,0.276364,0,0,25,32,24.65,0,0,0,0,1,0,1,0
1778773028,392408937,0.276364,0,0,25,32,24.65,0,0,0,0,1,0,1,0
1778773028,442368229,0.276364,0,0,25,33,24.65,0,0,0,0,1,0,1,0
1778773028,492090896,0.276364,0,0,25,33,24.65,0,0,0,0,1,0,1,0
1778773028,542310229,0.276364,0,0,25,33,24.65,0,0,0,0,1,0,1,0
1778773028,592102021,0.276364,0,0,25,33,24.65,0,0,0,0,1,0,1,0
1778773028,642498812,0.276364,0,0,25,33,24.65,0,0,0,0,1,0,1,0
1778773028,692074604,0.277091,0,0,25,33,24.65,0,0,0,0,1,0,1,0
1778773028,742090979,0.277091,0,0,25,33,24.65,0,0,0,0,1,0,1,0
1778773028,792446104,0.277091,0,0,25,33,24.65,0,0,0,0,1,0,1,0
1778773028,842409187,0.277091,0,0,25,33,24.65,0,0,0,0,1,0,1,0
1778773028,892753479,0.277091,0,0,25,33,24.65,0,0,0,0,1,0,1,0
1778773028,942168437,0.277091,0,0,25,33,24.65,0,0,0,0,1,0,1,0
1778773028,992079062,0.277091,0,0,25,33,24.65,0,0,0,0,1,0,1,0
1778773029,42419604,0.277091,0,0,25,33,24.65,0,0,0,0,1,0,1,0
1778773029,92217771,0.277091,0,0,25,33,24.65,0,0,0,0,1,0,1,0
1778773029,142834771,0.277091,0,0,25,33,24.65,0,0,0,0,1,0,1,0
1778773029,192134104,0.277091,0,0,25,33,24.625,0,0,0,0,1,0,1,0
1778773029,242329021,0.277091,0,0,25,33,24.625,0,0,0,0,1,0,1,0
1778773029,292380438,0.277091,0,0,25,33,24.625,0,0,0,0,1,0,1,0
1778773029,342078229,0.277091,0,0,25,33,24.625,0,0,0,0,1,0,1,0
1778773029,392433979,0.277091,0,0,25,33,24.625,0,0,0,0,1,0,1,0
1778773029,442430479,0.277818,0,0,25,33,24.65,0,0,0,0,1,0,1,0
1778773029,492082063,0.277818,0,0,25,33,24.65,0,0,0,0,1,0,1,0
1778773029,542641021,0.277818,0,0,25,33,24.65,0,0,0,0,1,0,1,0
1778773029,592184229,0.277818,0,0,25,33,24.65,0,0,0,0,1,0,1,0
1778773029,642423271,0.277818,0,0,25,33,24.65,0,0,0,0,1,0,1,0
1778773029,692435771,0.277818,0,0,25,33,24.65,0,0,0,0,1,0,1,0
1778773029,742169563,0.277818,0,0,25,33,24.65,0,0,0,0,1,0,1,0
1778773029,792288229,0.277818,0,0,25,33,24.65,0,0,0,0,1,0,1,0
1778773029,842460313,0.277818,0,0,25,33,24.65,0,0,0,0,1,0,1,0
1778773029,892595646,0.277818,0,0,25,33,24.65,0,0,0,0,1,0,1,0
1778773029,942189230,0.276364,0,0,25,33,24.65,0,0,0,0,1,0,1,0
1778773029,992214313,0.276364,0,0,25,33,24.65,0,0,0,0,1,0,1,0
1778773030,42135896,0.276364,0,0,25,33,24.65,0,0,0,0,1,0,1,0
1778773030,92118980,0.276364,0,0,25,33,24.65,0,0,0,0,1,0,1,0
1778773030,142598146,0.276364,0,0,25,33,24.65,0,0,0,0,1,0,1,0
1778773030,192270813,0.276364,0,0,25,32,24.65,0,0,0,0,1,0,1,0
1778773030,242242646,0.276364,0,0,25,32,24.65,0,0,0,0,1,0,1,0
1778773030,292326063,0.276364,0,0,25,32,24.65,0,0,0,0,1,0,1,0
1778773030,342230646,0.276364,0,0,25,32,24.65,0,0,0,0,1,0,1,0
1778773030,392617063,0.276364,0,0,25,32,24.65,0,0,0,0,1,0,1,0
1778773030,442103480,0.277818,0,0,25,33,24.65,0,0,0,0,1,0,1,0
1778773030,492645438,0.277818,0,0,25,33,24.65,0,0,0,0,1,0,1,0
1778773030,542271730,0.277818,0,0,25,33,24.65,0,0,0,0,1,0,1,0
1778773030,592090647,0.277818,0,0,25,33,24.65,0,0,0,0,1,0,1,0
1778773030,642609938,0.277818,0,0,25,33,24.65,0,0,0,0,1,0,1,0
1778773030,693902772,0.276364,0,0,25,33,24.65,0,0,0,0,1,0,1,0
1778773030,742104938,0.276364,0,0,25,33,24.65,0,0,0,0,1,0,1,0
1778773030,792485480,0.276364,0,0,25,33,24.65,0,0,0,0,1,0,1,0
1778773030,842322897,0.276364,0,0,25,33,24.65,0,0,0,0,1,0,1,0
1778773030,892594605,0.276364,0,0,25,33,24.65,0,0,0,0,1,0,1,0
1778773030,942430813,0.276364,0,0,25,32,24.625,0,0,0,0,1,0,1,0
1778773030,992088230,0.276364,0,0,25,32,24.625,0,0,0,0,1,0,1,0
1778773031,42476438,0.276364,0,0,25,32,24.625,0,0,0,0,1,0,1,0
1778773031,92261647,0.276364,0,0,25,32,24.625,0,0,0,0,1,0,1,0
1778773031,142322063,0.276364,0,0,25,32,24.625,0,0,0,0,1,0,1,0
1778773031,192351813,0.276364,0,0,25,32,24.625,0,0,0,0,1,0,1,0
1778773031,245391397,0.276364,0,0,25,32,24.625,0,0,0,0,1,0,1,0
1778773031,292530772,0.276364,0,0,25,32,24.625,0,0,0,0,1,0,1,0
1778773031,342138480,0.276364,0,0,25,32,24.625,0,0,0,0,1,0,1,0
1778773031,392989814,0.276364,0,0,25,32,24.625,0,0,0,0,1,0,1,0
1778773031,442285522,0.276364,0,0,25,33,24.65,0,0,0,0,1,0,1,0
1778773031,492073272,0.276364,0,0,25,33,24.65,0,0,0,0,1,0,1,0
